feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.83851904,0.26638013,-1.603248,-0.2233728,1.0,0.13864519,-0.38387474,-0.9546181,1.4190356,-0.09931434
1.0998726,-0.28888935,0.8673341,0.057246294,1.0,-1.0861263,0.2022804,0.51821893,0.29335204,-0.2724269
-0.661844,1.3301802,-1.0218964,1.3200322,0.5,-0.868261,-0.017894978,-0.50618905,0.72981936,-1.9545931
-0.7780012,1.0717179,1.6057718,0.758794,1.0,0.09781329,-0.9764001,-0.17951457,1.3919209,-0.3103968
-0.661844,-0.56239676,-0.44648802,0.33786538,0.0,1.1039336,-0.0452543,0.89423275,0.02188882,0.8810622
-0.9715964,-0.84547853,-0.5891024,0.6184845,0.5,-0.2562808,-1.2331012,-0.76632255,0.31695202,0.5405896
0.054458342,-0.43226898,-1.208271,0.6184845,0.0,-0.23591653,1.3909724,-0.2645459,0.81002724,0.61908317
-0.661844,0.29130068,-0.66327107,-1.3458492,1.0,-0.40688524,-1.3559704,0.36576,-0.7248611,-0.375509
-1.7362976,-0.8157933,1.3226142,0.758794,0.0,-0.53475666,-0.19578527,-1.9415678,0.054051664,-0.65609723
-0.49728808,0.40761316,1.7388287,-1.0652301,1.0,0.29497147,-1.0422716,-2.3849056,0.12554859,1.2692556
0.3738905,-0.33016223,-0.44520554,1.4603418,1.0,-1.4972576,0.57042116,0.34611732,-0.95605856,-0.49731714
-1.23295,0.15989238,-0.1659485,-0.36368236,0.5,1.2809396,-0.33143136,0.4920143,2.3176367,0.29408205
1.5645012,-0.23837759,0.78504366,-0.784611,0.5,-0.6654223,-0.51866674,2.0642202,-1.4072934,0.16333468
0.41260955,-0.7250832,1.3558081,0.33786538,1.0,0.7219035,0.85320157,0.15809488,-1.2981039,1.461717
0.42228928,1.5218296,0.33633763,-2.047397,0.5,-1.2699986,0.029430592,0.8197397,1.3142266,0.97141236
-0.53600717,0.8867468,-0.36446846,-0.784611,0.0,0.6688401,0.5166444,-0.19547264,0.71326625,-1.2952586
-0.49728808,-1.2553942,-0.291104,0.19755584,0.5,0.6719446,-0.9813259,0.29722723,-1.0259649,-1.1875532
-1.2426298,1.2470231,0.6930508,-0.2233728,0.5,0.38420206,-1.404817,1.6672568,0.607289,0.5789098
-0.09073809,-0.062109523,-1.7148558,0.6184845,0.0,-0.9944285,0.10720796,-2.123993,1.4678504,-0.06433765
0.35453096,1.3366411,0.42865118,-1.0652301,0.5,0.2495482,-0.31884634,0.41361627,-0.030263057,-0.4551718
-0.20689523,1.0112896,-0.48977658,-0.2233728,1.0,-1.1830562,0.6264347,2.1355867,2.5988228,1.0156279
0.16093573,-0.2758716,1.0358721,0.47817495,0.0,-0.25276324,-0.07990845,0.28203422,-1.7240618,0.18745938
0.6352441,-1.6595846,-1.4026612,-1.3458492,1.0,1.0294131,0.20507534,1.650573,0.69382346,0.05245739
1.3805857,-0.8136847,0.31949875,-1.3458492,0.0,0.7967019,-1.6233826,-0.62921214,1.1665283,0.77982867
0.20933454,0.12411643,-0.05340473,-1.2055396,1.0,0.015182942,1.8884369,-0.032047495,0.8913439,-0.375109
0.025419055,0.43966597,0.5077191,-0.92492056,1.0,-0.97480655,-0.16424198,0.033524703,-0.20435573,1.568519
